status;garnly_produkt;garnly_variant;strikkefryd_farge;ean;sf_lager
INGEN;Lace Kid Mohair;901 Koks melert;linje ikke hos SF;;
INGEN;Lace Kid Mohair;903 Lys grå melert;linje ikke hos SF;;
INGEN;Lace Kid Mohair;904 Hvit;linje ikke hos SF;;
INGEN;Lace Kid Mohair;906 Lys beige melert;linje ikke hos SF;;
INGEN;Lace Kid Mohair;907 Beige melert;linje ikke hos SF;;
INGEN;Lace Kid Mohair;920 Indigo melert;linje ikke hos SF;;
INGEN;Lace Kid Mohair;921 Dyp rød;linje ikke hos SF;;
INGEN;Lace Kid Mohair;922 Skarp grønn;linje ikke hos SF;;
INGEN;Lace Kid Mohair;924 Gul;linje ikke hos SF;;
INGEN;Lace Kid Mohair;925 Oransje;linje ikke hos SF;;
INGEN;Lace Kid Mohair;927 Korngul;linje ikke hos SF;;
INGEN;Lace Kid Mohair;928 Bordeaux;linje ikke hos SF;;
INGEN;Pelini;50 Beige;farge ikke hos SF;;
INGEN;Pelini;118 Mørk brun;farge ikke hos SF;;
INGEN;Pelini;861 Gråbrun;farge ikke hos SF;;
INGEN;Pelini;862 Lys grå;farge ikke hos SF;;
INGEN;Pelini;02 Mørk grå;farge ikke hos SF;;
INGEN;Pelini;6409 Smørgul;farge ikke hos SF;;
INGEN;Pelini;749 Lys lime;farge ikke hos SF;;
INGEN;Pelini;6314 Lys grønn;farge ikke hos SF;;
INGEN;Pelini;4801 Grønn;farge ikke hos SF;;
INGEN;Pelini;8422 Sjøgrønn;farge ikke hos SF;;
INGEN;Pelini;7062 Turkis;farge ikke hos SF;;
INGEN;Pelini;357 Himmelblå;farge ikke hos SF;;
INGEN;Pelini;0259 Rød;farge ikke hos SF;;
INGEN;Pelini;4718 Burgunder;farge ikke hos SF;;
INGEN;Pelini;136 Lys lilla;farge ikke hos SF;;
INGEN;Pelini;8126 Blålilla;farge ikke hos SF;;
INGEN;Pelini;3808 Marine;farge ikke hos SF;;
INGEN;Petunia;224 Grønn;farge ikke hos SF;;
INGEN;Petunia;236 Brun;farge ikke hos SF;;
INGEN;Petunia;347 Skogsgrønn;farge ikke hos SF;;
INGEN;Petunia;333 Liljegul;farge ikke hos SF;;
INGEN;Petunia;257 Mørk rød;farge ikke hos SF;;
INGEN;Plum;119 Mørk grå;farge ikke hos SF;;
INGEN;Plum;070 Bondeblå;farge ikke hos SF;;
INGEN;Plum;122 Lys turkis;farge ikke hos SF;;
INGEN;Plum;077 Turkis;farge ikke hos SF;;
INGEN;Plum;194 Havre;farge ikke hos SF;;
INGEN;Plum;177 Aks;farge ikke hos SF;;
INGEN;Plum;022 Sitrongul;farge ikke hos SF;;
INGEN;Plum;184 Rosa Bris;farge ikke hos SF;;
INGEN;Plum;121 Mørk oransje;farge ikke hos SF;;
INGEN;Plum;025 Orange;farge ikke hos SF;;
INGEN;Plum;090 Rød;farge ikke hos SF;;
INGEN;Plum;174 Kyss;farge ikke hos SF;;
INGEN;Puno;388 Kongeblå;farge ikke hos SF;;
INGEN;Puno;7244 Blå puddel;farge ikke hos SF;;
INGEN;Puno;823 Lys petrol;farge ikke hos SF;;
INGEN;Puno;391 Rød;farge ikke hos SF;;
INGEN;Puno;1366 Flamingorosa;farge ikke hos SF;;
INGEN;Puno;1374 Rosa sky;farge ikke hos SF;;
INGEN;Puno;1370 Kitt;farge ikke hos SF;;
INGEN;Puno;330 Sjokolade;farge ikke hos SF;;
INGEN;Puno;332 Kastanje;farge ikke hos SF;;
INGEN;Puno;4818 Turkis;farge ikke hos SF;;
INGEN;Vilje lamullgarn;57456 støvet oliven;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57447 rosa;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57434 lys petrol;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57453 lys koksgrå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57452 melert mørk brun;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57451 melert mellombrun;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57450 melert lys brun;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57454 lys burgunder;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57449 melert lys beige;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57439 brun;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57448 melert mørk kamel;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57429 lys lilla;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57425 mellomblå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57441 honning;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57428 lys oransje;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57420 ecru;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57419 burgunder;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57418 dyp mørk grønn;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57417 marineblå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57408 lys blå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57409 lys blågrå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57415 koksgrå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57416 blek rosa;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57401 lys gul;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57403 mellombrun;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57413 melert lys grå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57402 beige;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57407 gammelrosa;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57414 svart;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57410 lys grønnturkis;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57411 lys flyblå;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57412 lys grønn;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57405 rødlig oransje;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57406 rød;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57404 oker;linje ikke hos SF;;
INGEN;Vilje lamullgarn;57400 ubleket hvit;linje ikke hos SF;;
INGEN;Anina;1850 Purpur;linje ikke hos SF;;
INGEN;Anina;369 Slightly Purple;linje ikke hos SF;;
INGEN;Anina;249 Cobalt Blue;linje ikke hos SF;;
INGEN;Anina;818 Fisherman Blue (melange);linje ikke hos SF;;
INGEN;Anina;145 Navy Blue;linje ikke hos SF;;
INGEN;Anina;1061 Arctic Blue;linje ikke hos SF;;
INGEN;Anina;819 Raindrop (melange);linje ikke hos SF;;
INGEN;Anina;ice-blue Ice Blue;linje ikke hos SF;;
INGEN;Anina;2169 Blue Haze;linje ikke hos SF;;
INGEN;Anina;808 Aqua Mist (melange);linje ikke hos SF;;
INGEN;Anina;333 Seafoam;linje ikke hos SF;;
INGEN;Anina;240 Reseda;linje ikke hos SF;;
INGEN;Anina;355 Green Tea;linje ikke hos SF;;
INGEN;Anina;332 Warm Olive;linje ikke hos SF;;
INGEN;Anina;374 Lemon Curd;linje ikke hos SF;;
INGEN;Anina;351 Tapenade;linje ikke hos SF;;
INGEN;Anina;366 Sugar Almond;linje ikke hos SF;;
INGEN;Anina;975 Dark Chocolate (melange);linje ikke hos SF;;
INGEN;Anina;973 Nougat (melange);linje ikke hos SF;;
INGEN;Anina;978 Oatmeal (melange);linje ikke hos SF;;
INGEN;Anina;977 Marzipan (melange);linje ikke hos SF;;
INGEN;Anina;101 Natural White;linje ikke hos SF;;
INGEN;Anina;957 Very Light Grey (melange);linje ikke hos SF;;
INGEN;Anina;955 Medium Grey (melange);linje ikke hos SF;;
INGEN;Anina;956 Charcoal (melange);linje ikke hos SF;;
INGEN;Anina;102 Black;linje ikke hos SF;;
INGEN;Paljett;1120 silver spoon;linje ikke hos SF;;
INGEN;Paljett;1121 unicorn twinkle;linje ikke hos SF;;
INGEN;Paljett;2242 gold digger;linje ikke hos SF;;
INGEN;Paljett;3086 espresso sparkle;linje ikke hos SF;;
INGEN;Troll ullgarn;02770 melert mørk brun;linje ikke hos SF;;
INGEN;Troll ullgarn;02769 melert mellombrun;linje ikke hos SF;;
INGEN;Troll ullgarn;02768 melert lys brun;linje ikke hos SF;;
INGEN;Troll ullgarn;02767 melert lys beige;linje ikke hos SF;;
INGEN;Troll ullgarn;02766 sjøgrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;027337 støvet oliven;linje ikke hos SF;;
INGEN;Troll ullgarn;027306 kobberbrun;linje ikke hos SF;;
INGEN;Troll ullgarn;02765 beige;linje ikke hos SF;;
INGEN;Troll ullgarn;02764 halvbleket lys grå;linje ikke hos SF;;
INGEN;Troll ullgarn;02762 mørk blågrå;linje ikke hos SF;;
INGEN;Troll ullgarn;02763 varm rosa;linje ikke hos SF;;
INGEN;Troll ullgarn;02761 dyp mørk grønn;linje ikke hos SF;;
INGEN;Troll ullgarn;027334 petrolgrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;027331 pudderrosa;linje ikke hos SF;;
INGEN;Troll ullgarn;027330 kobberrød;linje ikke hos SF;;
INGEN;Troll ullgarn;027318 lys korall;linje ikke hos SF;;
INGEN;Troll ullgarn;027308 rustrød;linje ikke hos SF;;
INGEN;Troll ullgarn;027303 lys turkis;linje ikke hos SF;;
INGEN;Troll ullgarn;027060 lys blåturkis;linje ikke hos SF;;
INGEN;Troll ullgarn;027040 bleket lime;linje ikke hos SF;;
INGEN;Troll ullgarn;027011 oransje;linje ikke hos SF;;
INGEN;Troll ullgarn;02760 lys blåturkis;linje ikke hos SF;;
INGEN;Troll ullgarn;02758 varm gul;linje ikke hos SF;;
INGEN;Troll ullgarn;02750 lilla;linje ikke hos SF;;
INGEN;Troll ullgarn;02747 blek rosa;linje ikke hos SF;;
INGEN;Troll ullgarn;02756 okergul;linje ikke hos SF;;
INGEN;Troll ullgarn;02754 halvbleket hvit;linje ikke hos SF;;
INGEN;Troll ullgarn;02753 sukkerspinn;linje ikke hos SF;;
INGEN;Troll ullgarn;02749 mørk brun;linje ikke hos SF;;
INGEN;Troll ullgarn;02748 mintgrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02746 bonderød;linje ikke hos SF;;
INGEN;Troll ullgarn;02745 isblå;linje ikke hos SF;;
INGEN;Troll ullgarn;02744 amethyst;linje ikke hos SF;;
INGEN;Troll ullgarn;02743 blek fersken;linje ikke hos SF;;
INGEN;Troll ullgarn;02742 mørk grå;linje ikke hos SF;;
INGEN;Troll ullgarn;02741 stålgrå;linje ikke hos SF;;
INGEN;Troll ullgarn;02740 bleket lime;linje ikke hos SF;;
INGEN;Troll ullgarn;02716 lys kobberrød;linje ikke hos SF;;
INGEN;Troll ullgarn;02703 lys grå;linje ikke hos SF;;
INGEN;Troll ullgarn;02701 bleket hvit;linje ikke hos SF;;
INGEN;Troll ullgarn;02719 rød;linje ikke hos SF;;
INGEN;Troll ullgarn;02715 brun;linje ikke hos SF;;
INGEN;Troll ullgarn;02714 mørk kamel;linje ikke hos SF;;
INGEN;Troll ullgarn;02713 oker;linje ikke hos SF;;
INGEN;Troll ullgarn;02712 mørk oransje;linje ikke hos SF;;
INGEN;Troll ullgarn;02709 lys gul;linje ikke hos SF;;
INGEN;Troll ullgarn;02708 svart;linje ikke hos SF;;
INGEN;Troll ullgarn;02704 mørk grå;linje ikke hos SF;;
INGEN;Troll ullgarn;02702 ubleket hvit;linje ikke hos SF;;
INGEN;Troll ullgarn;02730 syrlig grønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02729 grønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02722 mørk rødlilla;linje ikke hos SF;;
INGEN;Troll ullgarn;02738 mørk cyklamen;linje ikke hos SF;;
INGEN;Troll ullgarn;02736 dyp rosa;linje ikke hos SF;;
INGEN;Troll ullgarn;02735 eplegrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02734 lys olivengrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02733 koksgrå;linje ikke hos SF;;
INGEN;Troll ullgarn;02732 jaktgrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02728 mosegrønn;linje ikke hos SF;;
INGEN;Troll ullgarn;02727 blåturkis;linje ikke hos SF;;
INGEN;Troll ullgarn;02726 blå;linje ikke hos SF;;
INGEN;Troll ullgarn;02725 lyseblå;linje ikke hos SF;;
INGEN;Troll ullgarn;02724 marineblå;linje ikke hos SF;;
INGEN;Troll ullgarn;02723 petrol;linje ikke hos SF;;
INGEN;Troll ullgarn;02721 lillarosa;linje ikke hos SF;;
INGEN;Ryegarn;500 Hvit;linje ikke hos SF;;
INGEN;Ryegarn;501 Natur;linje ikke hos SF;;
INGEN;Ryegarn;505 Mørk grå melert;linje ikke hos SF;;
INGEN;Ryegarn;536 Svart;linje ikke hos SF;;
INGEN;Ryegarn;575 Mørk gråblå;linje ikke hos SF;;
INGEN;Ryegarn;574 Lys grågrønn;linje ikke hos SF;;
INGEN;Ryegarn;573 Blågrå;linje ikke hos SF;;
INGEN;Ryegarn;572 Grå;linje ikke hos SF;;
INGEN;Ryegarn;596 Lys beige;linje ikke hos SF;;
INGEN;Ryegarn;514 Beige;linje ikke hos SF;;
INGEN;Ryegarn;511 Brun beige;linje ikke hos SF;;
INGEN;Ryegarn;571 Gråbeige;linje ikke hos SF;;
INGEN;Ryegarn;509 Brunt sukker;linje ikke hos SF;;
INGEN;Ryegarn;534 Bleika Terracotta;linje ikke hos SF;;
INGEN;Ryegarn;581 Mørk terracotta;linje ikke hos SF;;
INGEN;Ryegarn;519 Terracotta;linje ikke hos SF;;
INGEN;Ryegarn;599 Brun;linje ikke hos SF;;
INGEN;Ryegarn;533 Mørk brun;linje ikke hos SF;;
INGEN;Ryegarn;560 Lys fersken;linje ikke hos SF;;
INGEN;Ryegarn;561 Fersken;linje ikke hos SF;;
INGEN;Ryegarn;562 Oransje;linje ikke hos SF;;
INGEN;Ryegarn;576 Mørk orange;linje ikke hos SF;;
INGEN;Ryegarn;577 Brent orange;linje ikke hos SF;;
INGEN;Ryegarn;529 Gammelrosa;linje ikke hos SF;;
INGEN;Ryegarn;557 Korallrød;linje ikke hos SF;;
INGEN;Ryegarn;525 Rustorange;linje ikke hos SF;;
INGEN;Ryegarn;522 Gulorange;linje ikke hos SF;;
INGEN;Ryegarn;524 Rød;linje ikke hos SF;;
INGEN;Ryegarn;544 Mørk rød;linje ikke hos SF;;
INGEN;Ryegarn;539 Bringebærrød;linje ikke hos SF;;
INGEN;Ryegarn;12/64 - Rødrosa;linje ikke hos SF;;
INGEN;Ryegarn;545 Mørk rosa;linje ikke hos SF;;
INGEN;Ryegarn;526 Rødlilla;linje ikke hos SF;;
INGEN;Ryegarn;527 Rødlilla;linje ikke hos SF;;
INGEN;Ryegarn;580 Burgunder;linje ikke hos SF;;
INGEN;Ryegarn;515 Strågul;linje ikke hos SF;;
INGEN;Ryegarn;512 Sitrongul;linje ikke hos SF;;
INGEN;Ryegarn;598 Sennepsgul;linje ikke hos SF;;
INGEN;Ryegarn;531 Soleie;linje ikke hos SF;;
INGEN;Ryegarn;546 Mørk sennepsgul;linje ikke hos SF;;
INGEN;Ryegarn;550 Lys gulgrønn;linje ikke hos SF;;
INGEN;Ryegarn;592 Lys jadegrønn;linje ikke hos SF;;
INGEN;Ryegarn;556 Jadegrønn;linje ikke hos SF;;
INGEN;Ryegarn;530 Gråblågrønn;linje ikke hos SF;;
INGEN;Ryegarn;588 Grønn petrol;linje ikke hos SF;;
INGEN;Ryegarn;587 Mørk grønn;linje ikke hos SF;;
INGEN;Ryegarn;558 Lys grønn;linje ikke hos SF;;
INGEN;Ryegarn;593 Lysere grønn;linje ikke hos SF;;
INGEN;Ryegarn;565 Vårgrønn;linje ikke hos SF;;
INGEN;Ryegarn;589 Oliven;linje ikke hos SF;;
INGEN;Ryegarn;595 Mørk blågrønn;linje ikke hos SF;;
INGEN;Ryegarn;532 Grågrønn;linje ikke hos SF;;
INGEN;Ryegarn;579 Gressgrønn;linje ikke hos SF;;
INGEN;Ryegarn;578 Turkis;linje ikke hos SF;;
INGEN;Ryegarn;521 Lys petrol;linje ikke hos SF;;
INGEN;Ryegarn;586 Lys gråblå;linje ikke hos SF;;
INGEN;Ryegarn;518 Gråblå;linje ikke hos SF;;
INGEN;Ryegarn;568 Lys blå;linje ikke hos SF;;
INGEN;Ryegarn;548 Lys blå petrol;linje ikke hos SF;;
INGEN;Ryegarn;547 Bondeblå;linje ikke hos SF;;
INGEN;Ryegarn;584 Petrol;linje ikke hos SF;;
INGEN;Ryegarn;585 Mørk petrol;linje ikke hos SF;;
INGEN;Ryegarn;551 Jeansblå;linje ikke hos SF;;
INGEN;Ryegarn;553 Himmelblå;linje ikke hos SF;;
INGEN;Ryegarn;582 Mørk jeansblå;linje ikke hos SF;;
INGEN;Ryegarn;583 Midnattsblå;linje ikke hos SF;;
INGEN;Ryegarn;567 Mørk blålilla;linje ikke hos SF;;
INGEN;Ryegarn;542 Mørk lilla;linje ikke hos SF;;
INGEN;Ryegarn;594 Grønn;linje ikke hos SF;;
INGEN;Ryegarn;528 Vinrød;linje ikke hos SF;;
INGEN;Lanolin Wool;1401 Natur;linje ikke hos SF;;
INGEN;Lanolin Wool;1404 Svart;linje ikke hos SF;;
INGEN;Lanolin Wool;1405 Sandbeige;linje ikke hos SF;;
INGEN;Lanolin Wool;1408 Marine;linje ikke hos SF;;
INGEN;Lanolin Wool;1418 Vårgrønn;linje ikke hos SF;;
INGEN;Lanolin Wool;1420 Grå melert;linje ikke hos SF;;
INGEN;Lanolin Wool;1421 Lys grå melert;linje ikke hos SF;;
INGEN;Lanolin Wool;1422 Beige melert;linje ikke hos SF;;
INGEN;Lanolin Wool;1423 Brun melert;linje ikke hos SF;;
INGEN;Lanolin Wool;1429 Mørk denim;linje ikke hos SF;;
INGEN;Lanolin Wool;1430 Grågrønn;linje ikke hos SF;;
INGEN;Lanolin Wool;1432 Ubleket hvit;linje ikke hos SF;;
INGEN;Lanolin Wool;1435 Jeansblå;linje ikke hos SF;;
INGEN;Lanolin Wool;1436 Oliven;linje ikke hos SF;;
INGEN;Lanolin Wool;1437 Mørk indigoblå;linje ikke hos SF;;
INGEN;Lanolin Wool;1438 Hvit;linje ikke hos SF;;
INGEN;Lanolin Wool;1439 Solgul;linje ikke hos SF;;
INGEN;Lanolin Wool;1444 Kitt;linje ikke hos SF;;
INGEN;Lanolin Wool;1456 Kamel;linje ikke hos SF;;
INGEN;Lanolin Wool;1457 Honning;linje ikke hos SF;;
INGEN;Lanolin Wool;1460 Lys aqua;linje ikke hos SF;;
INGEN;Lanolin Wool;1461 Pudderblå;linje ikke hos SF;;
INGEN;Lanolin Wool;1463 Lys gul;linje ikke hos SF;;
INGEN;Lanolin Wool;1464 Fuksia;linje ikke hos SF;;
INGEN;Lanolin Wool;1465 Turkis;linje ikke hos SF;;
INGEN;Lanolin Wool;1466 Lavendel;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07589 kobberbrun;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07559 olivenbrun;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07588 kamel;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07554 antrasitt;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07553 støvet gråblå;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07587 mørk brun;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07552 gråhvit;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07511 svart;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07578 marineblå;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07100 ubleket hvit;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07574 lys rustoransje;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07570 mørk olivengrønn;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07590 burgunder;linje ikke hos SF;;
INGEN;Tundra sokkegarn;07568 kobberrød;linje ikke hos SF;;
INGEN;Ask ullgarn;316148 melert mørk brun;linje ikke hos SF;;
INGEN;Ask ullgarn;316147 melert mellombrun;linje ikke hos SF;;
INGEN;Ask ullgarn;316146 melert lys brun;linje ikke hos SF;;
INGEN;Ask ullgarn;316145 melert lys beige;linje ikke hos SF;;
INGEN;Ask ullgarn;316080 grønnlig blå;linje ikke hos SF;;
INGEN;Ask ullgarn;316596 melert terracottarød;linje ikke hos SF;;
INGEN;Ask ullgarn;316533 melert oker;linje ikke hos SF;;
INGEN;Ask ullgarn;316520 melert lys lime;linje ikke hos SF;;
INGEN;Ask ullgarn;316528 melert lys flyblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316527 melert lys grønnturkis;linje ikke hos SF;;
INGEN;Ask ullgarn;316563 melert blålilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316500 melert grålig lavendel;linje ikke hos SF;;
INGEN;Ask ullgarn;316590 melert olivengrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316588 melert klar eplegrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316587 melert mintgrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316584 melert turkis;linje ikke hos SF;;
INGEN;Ask ullgarn;316577 melert lilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316574 melert lys rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316570 melert oransje;linje ikke hos SF;;
INGEN;Ask ullgarn;316568 melert dyp rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316550 melert stålgrå;linje ikke hos SF;;
INGEN;Ask ullgarn;316541 melert lys blålilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316503 melert mørk terracotta;linje ikke hos SF;;
INGEN;Ask ullgarn;316502 melert maisgul;linje ikke hos SF;;
INGEN;Ask ullgarn;316143 burgunder;linje ikke hos SF;;
INGEN;Ask ullgarn;316137 mørk blåfiolett;linje ikke hos SF;;
INGEN;Ask ullgarn;316133 oker;linje ikke hos SF;;
INGEN;Ask ullgarn;316132 oransje;linje ikke hos SF;;
INGEN;Ask ullgarn;316131 oransjerød;linje ikke hos SF;;
INGEN;Ask ullgarn;316130 grålig lavendelblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316129 lys gråblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316128 lys flyblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316127 lys grønnturkis;linje ikke hos SF;;
INGEN;Ask ullgarn;316126 isgrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316125 lys lavendelblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316124 lys lilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316122 gammelrosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316121 rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316120 lys lime;linje ikke hos SF;;
INGEN;Ask ullgarn;316119 lys gul;linje ikke hos SF;;
INGEN;Ask ullgarn;316118 gul;linje ikke hos SF;;
INGEN;Ask ullgarn;316117 blek fersken;linje ikke hos SF;;
INGEN;Ask ullgarn;316116 lys rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316573 melert mørk rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316142 beige;linje ikke hos SF;;
INGEN;Ask ullgarn;316141 brun;linje ikke hos SF;;
INGEN;Ask ullgarn;316140 cognac brun;linje ikke hos SF;;
INGEN;Ask ullgarn;316139 lys burgunderrød;linje ikke hos SF;;
INGEN;Ask ullgarn;316138 mørk lilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316136 mørk flyblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316135 mørk cyklamen (kald);linje ikke hos SF;;
INGEN;Ask ullgarn;316134 fiolett;linje ikke hos SF;;
INGEN;Ask ullgarn;316053 svart;linje ikke hos SF;;
INGEN;Ask ullgarn;316073 støvet mørk rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316072 mørk burgunder;linje ikke hos SF;;
INGEN;Ask ullgarn;316071 rød (kald);linje ikke hos SF;;
INGEN;Ask ullgarn;316063 blålilla;linje ikke hos SF;;
INGEN;Ask ullgarn;316061 melert mørk grå;linje ikke hos SF;;
INGEN;Ask ullgarn;316057 ubleket hvit;linje ikke hos SF;;
INGEN;Ask ullgarn;316056 koksgrå;linje ikke hos SF;;
INGEN;Ask ullgarn;316055 melert grå;linje ikke hos SF;;
INGEN;Ask ullgarn;316054 melert lys grå;linje ikke hos SF;;
INGEN;Ask ullgarn;316051 mørk grå;linje ikke hos SF;;
INGEN;Ask ullgarn;316052 stålgrå;linje ikke hos SF;;
INGEN;Ask ullgarn;316050 lys blågrå;linje ikke hos SF;;
INGEN;Ask ullgarn;316047 halvbleket hvit;linje ikke hos SF;;
INGEN;Ask ullgarn;316046 bleket hvit;linje ikke hos SF;;
INGEN;Ask ullgarn;316038 marineblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316037 lys bondeblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316036 lys marineblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316034 klar blå;linje ikke hos SF;;
INGEN;Ask ullgarn;316031 blåturkis;linje ikke hos SF;;
INGEN;Ask ullgarn;316029 sjøgrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316024 mørk ren grønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316023 ren grønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316018 mørk rosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316015 mørk roserød;linje ikke hos SF;;
INGEN;Ask ullgarn;316013 bonderød;linje ikke hos SF;;
INGEN;Ask ullgarn;316010 mørk brun;linje ikke hos SF;;
INGEN;Ask ullgarn;316009 rødbrun;linje ikke hos SF;;
INGEN;Ask ullgarn;316003 mørk terracottarød;linje ikke hos SF;;
INGEN;Ask ullgarn;316113 limegrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316112 korallrosa;linje ikke hos SF;;
INGEN;Ask ullgarn;316111 mørk korallrød;linje ikke hos SF;;
INGEN;Ask ullgarn;316110 mørk olivengrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316109 mosegrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316105 mørk marineblå;linje ikke hos SF;;
INGEN;Ask ullgarn;316104 mørk blågrå;linje ikke hos SF;;
INGEN;Ask ullgarn;316101 lillabeige;linje ikke hos SF;;
INGEN;Ask ullgarn;316099 lillabrun;linje ikke hos SF;;
INGEN;Ask ullgarn;316096 terracottarød;linje ikke hos SF;;
INGEN;Ask ullgarn;316095 cognac;linje ikke hos SF;;
INGEN;Ask ullgarn;316093 gulbrun;linje ikke hos SF;;
INGEN;Ask ullgarn;316092 messinggul;linje ikke hos SF;;
INGEN;Ask ullgarn;316090 olivengrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316089 jaktgrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316088 klar eplegrønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316085 mørk blålig grønn;linje ikke hos SF;;
INGEN;Ask ullgarn;316084 turkis;linje ikke hos SF;;
INGEN;Ask ullgarn;316082 bondeblå;linje ikke hos SF;;
INGEN;Tjukk Mohair;003 Myrull;linje ikke hos SF;;
INGEN;Tjukk Mohair;001 Hvitveis;linje ikke hos SF;;
INGEN;Tjukk Mohair;057 Sølvrev;linje ikke hos SF;;
INGEN;Tjukk Mohair;075 Sjøsprøyt;linje ikke hos SF;;
INGEN;Tjukk Mohair;243 Vintermose;linje ikke hos SF;;
INGEN;Tjukk Mohair;149 Kamel;linje ikke hos SF;;
INGEN;Tjukk Mohair;080 Brun;linje ikke hos SF;;
INGEN;Tjukk Mohair;022 Sitrongul;linje ikke hos SF;;
